sample,collection,genus,species,IS1,IS110,IS1182,IS1380,IS1595,IS1634,IS200/IS605,IS21,IS256,IS3,IS30,IS4,IS481,IS5,IS6,IS607,IS630,IS66,IS701,IS91,IS982,ISAS1,ISKRA4,ISL3,ISNCY,new
GCF_023612435.1,ncbi_complete,Klebsiella,pneumoniae,2,0,0,0,0,0,0,2,1,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0
SRX3286225,ncbi_nanopore,Klebsiella,pneumoniae,7,5,0,1,0,0,0,3,1,11,0,0,0,20,11,0,0,6,0,2,0,0,0,2,12,4
SRX5547863,ncbi_nanopore,Klebsiella,pneumoniae,4,6,1,0,0,0,1,4,0,12,0,0,2,13,7,0,0,3,0,10,0,0,0,0,9,1
GCF_002197225.1,ncbi_complete,Klebsiella,pneumoniae,4,8,1,0,0,0,1,6,0,15,0,2,0,18,7,0,0,3,0,2,0,0,0,1,8,1
SRX23625786,ncbi_nanopore,Klebsiella,pneumoniae,3,8,0,1,0,0,4,3,2,14,0,1,0,14,5,0,1,5,0,1,0,0,0,0,7,3
GCF_026427615.1,ncbi_complete,Klebsiella,pneumoniae,10,4,0,0,0,0,0,3,1,23,0,0,0,9,5,0,2,1,0,1,0,0,0,0,14,2
GCF_015243235.1,ncbi_complete,Klebsiella,pneumoniae,6,11,2,2,0,0,0,3,0,29,0,0,1,30,17,0,2,2,0,3,0,0,1,0,7,1
GCF_019317205.1,ncbi_complete,Klebsiella,pneumoniae,7,7,0,2,0,0,4,5,2,15,0,2,0,18,9,0,1,5,0,1,0,0,0,2,9,6
GCF_022438325.1,ncbi_complete,Klebsiella,pneumoniae,6,3,1,2,0,0,0,4,0,17,0,0,0,7,16,0,0,2,0,2,0,0,0,0,12,1
SRX23625860,ncbi_nanopore,Klebsiella,pneumoniae,16,8,0,0,0,0,0,4,0,25,1,5,0,11,11,0,4,4,0,2,0,0,2,0,9,0
GCF_003181095.1,ncbi_complete,Klebsiella,pneumoniae,5,0,0,1,0,0,1,2,0,4,0,0,0,5,6,0,0,2,0,0,0,0,0,1,9,2
GCA_905333905.2,ncbi_complete,Klebsiella,pneumoniae,8,3,1,0,0,0,0,4,0,11,0,0,0,5,14,0,0,2,0,2,0,0,0,2,11,0
SRX22881509,ncbi_nanopore,Klebsiella,pneumoniae,7,5,0,1,0,0,1,3,1,19,0,0,0,12,7,0,0,5,0,2,0,0,0,1,7,0
SRX12728289,ncbi_nanopore,Klebsiella,pneumoniae,7,6,0,2,0,0,0,3,0,14,1,3,0,2,6,0,1,1,0,4,0,2,0,1,7,2
GCF_003432185.1,ncbi_complete,Klebsiella,pneumoniae,4,6,0,0,0,0,0,5,1,19,0,0,0,27,0,0,0,7,0,0,0,0,0,0,13,2
GCF_013348925.1,ncbi_complete,Klebsiella,pneumoniae,8,7,2,1,0,0,0,4,0,28,0,0,1,26,11,0,2,2,0,1,0,0,1,0,7,1
ERX7573508,ncbi_nanopore,Klebsiella,pneumoniae,5,3,0,2,0,0,1,3,1,9,0,0,0,2,11,0,0,2,0,1,0,0,0,0,12,2
SRX23626115,ncbi_nanopore,Klebsiella,pneumoniae,10,0,0,2,0,0,0,2,1,23,0,1,0,3,7,0,0,0,0,0,0,0,1,0,6,10
GCF_001709275.1,ncbi_complete,Klebsiella,pneumoniae,9,5,0,1,0,0,4,4,2,13,0,1,0,11,15,0,2,1,0,3,0,0,0,0,8,4
GCF_904866235.1,ncbi_complete,Klebsiella,pneumoniae,1,2,0,0,0,0,0,3,1,11,0,0,0,17,2,0,0,2,0,0,0,0,0,0,12,0
SRX15717098,ncbi_nanopore,Klebsiella,pneumoniae,0,3,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0
GCF_030644625.1,ncbi_complete,Klebsiella,pneumoniae,0,0,0,0,0,0,0,3,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3
GCF_022759945.1,ncbi_complete,Klebsiella,pneumoniae,8,2,0,5,0,0,1,2,1,14,0,2,0,16,14,0,1,0,0,1,0,0,0,1,11,1
ERX5387138,ncbi_nanopore,Klebsiella,pneumoniae,12,1,0,6,0,0,0,4,1,12,0,2,0,3,7,0,5,2,0,0,0,0,0,0,7,0
SRX21168223,ncbi_nanopore,Klebsiella,pneumoniae,20,11,0,3,0,0,0,5,1,17,0,0,0,5,7,0,6,7,0,0,0,0,0,1,8,1
GCF_022354665.1,ncbi_complete,Klebsiella,pneumoniae,5,6,0,0,0,0,4,3,1,11,1,0,0,10,9,0,0,2,0,1,0,0,1,0,10,0
GCA_905329785.2,ncbi_complete,Klebsiella,pneumoniae,2,0,1,0,0,0,0,3,0,15,0,0,0,14,4,0,0,0,0,0,0,0,0,1,7,1
GCA_028472725.1,ncbi_complete,Klebsiella,pneumoniae,3,2,0,0,0,1,0,3,1,25,0,0,0,8,2,0,2,2,0,1,0,0,0,2,7,2
SRX5532403,ncbi_nanopore,Klebsiella,pneumoniae,6,7,1,0,0,0,1,4,0,12,0,0,1,16,5,0,0,3,0,9,0,0,0,1,10,2
ERX5017779,ncbi_nanopore,Klebsiella,pneumoniae,17,5,0,0,0,0,0,4,1,10,0,2,0,3,8,0,0,5,0,1,0,0,0,2,8,0
SRX23626406,ncbi_nanopore,Klebsiella,pneumoniae,6,9,0,1,0,0,2,3,0,14,1,0,0,4,4,0,6,0,0,1,0,0,2,2,9,3
GCF_032827515.1,ncbi_complete,Klebsiella,pneumoniae,4,1,0,4,0,0,4,4,0,12,0,4,0,2,8,0,0,0,0,4,0,0,0,0,9,3
GCF_022438985.1,ncbi_complete,Klebsiella,pneumoniae,9,1,1,3,0,0,1,4,0,12,0,0,0,9,9,0,0,2,0,1,0,0,0,2,8,3
GCA_905217905.2,ncbi_complete,Klebsiella,pneumoniae,17,5,0,0,0,0,0,4,1,11,0,2,0,3,8,0,0,4,0,1,0,0,0,1,8,0
GCA_905330165.2,ncbi_complete,Klebsiella,pneumoniae,17,5,0,0,0,0,0,3,1,21,0,2,0,9,0,0,0,1,0,1,0,0,0,2,10,0
SRX19938743,ncbi_nanopore,Klebsiella,pneumoniae,5,9,0,2,0,0,0,4,0,14,0,0,0,27,9,0,0,13,0,1,0,0,0,0,9,5
ERX7850235,ncbi_nanopore,Klebsiella,pneumoniae,5,12,0,0,0,0,0,5,0,21,0,0,0,24,2,0,0,10,0,0,0,0,1,2,11,3
GCF_033868275.1,ncbi_complete,Klebsiella,pneumoniae,14,5,0,2,0,0,0,4,3,23,0,1,0,22,16,0,4,6,0,1,0,0,1,4,7,2
SRX7585775,ncbi_nanopore,Klebsiella,pneumoniae,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0
GCF_002258005.2,ncbi_complete,Klebsiella,pneumoniae,3,4,1,1,0,0,0,2,1,11,0,0,1,1,4,0,0,2,0,0,0,0,0,1,7,0
GCF_003363735.1,ncbi_complete,Klebsiella,pneumoniae,13,6,0,2,0,0,3,3,1,14,0,3,2,15,11,0,3,3,0,1,0,0,1,2,9,2
GCA_904866545.1,ncbi_complete,Klebsiella,pneumoniae,1,4,1,0,0,0,0,5,0,9,0,0,0,40,0,0,0,2,0,0,0,0,0,0,8,0
GCF_030490105.1,ncbi_complete,Klebsiella,pneumoniae,4,2,0,4,0,0,4,4,0,11,0,3,0,2,9,0,0,0,0,2,0,0,0,0,10,6
GCF_019793595.1,ncbi_complete,Klebsiella,pneumoniae,3,4,2,2,0,0,0,3,0,17,0,0,1,19,18,0,0,0,0,3,0,0,1,0,7,0
GCA_905337855.2,ncbi_complete,Klebsiella,pneumoniae,20,3,0,2,0,0,1,5,1,16,0,2,0,10,11,0,5,8,0,1,0,0,0,2,7,1
GCF_019287035.1,ncbi_complete,Klebsiella,pneumoniae,6,5,0,2,0,0,0,7,1,13,0,2,0,4,9,0,1,0,0,2,0,0,0,0,8,2
GCF_030848965.1,ncbi_complete,Klebsiella,pneumoniae,0,4,0,0,0,0,0,6,1,22,0,0,0,0,2,0,0,3,0,1,0,0,0,0,8,3
GCF_038689005.1,ncbi_complete,Klebsiella,pneumoniae,2,5,0,0,0,0,0,3,1,13,0,0,0,5,0,0,2,2,0,0,0,0,0,0,8,0
GCF_012971525.1,ncbi_complete,Klebsiella,pneumoniae,6,1,0,1,0,0,1,2,1,13,0,0,0,3,8,0,1,0,0,1,0,0,1,0,7,2
SRX13075971,ncbi_nanopore,Klebsiella,pneumoniae,10,4,1,0,0,0,5,6,1,20,0,3,1,10,9,0,2,0,0,2,0,0,1,1,7,2
GCF_012965225.1,ncbi_complete,Klebsiella,pneumoniae,15,3,0,3,0,0,0,3,1,18,0,0,0,7,4,0,2,2,0,0,0,0,0,0,8,3
GCF_022492855.1,ncbi_complete,Klebsiella,pneumoniae,4,0,2,0,0,0,1,5,0,17,0,0,0,19,9,0,0,3,0,0,0,1,0,3,8,3
GCF_001676825.1,ncbi_complete,Klebsiella,pneumoniae,3,0,0,0,0,0,1,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
GCF_037157715.1,ncbi_complete,Klebsiella,pneumoniae,5,3,1,2,0,0,0,2,1,17,0,0,0,29,15,0,0,0,0,3,0,0,1,0,7,0
GCF_002251875.2,ncbi_complete,Klebsiella,pneumoniae,3,9,0,1,0,0,4,4,2,19,0,0,1,6,6,0,0,3,0,1,0,0,1,2,10,0
GCF_028221105.1,ncbi_complete,Klebsiella,pneumoniae,4,2,2,2,0,0,0,3,0,14,0,0,1,28,12,0,0,0,0,2,0,0,0,0,7,0
GCF_009914235.1,ncbi_complete,Klebsiella,pneumoniae,5,3,2,3,0,0,1,3,0,19,0,0,1,26,15,0,0,1,0,3,0,0,0,1,8,0
GCF_009661415.2,ncbi_complete,Klebsiella,pneumoniae,3,12,0,0,0,0,0,5,1,24,1,0,0,41,1,0,2,7,0,0,0,0,0,0,9,2
GCF_018274525.2,ncbi_complete,Klebsiella,pneumoniae,11,4,1,0,0,0,5,7,1,23,0,3,1,16,9,0,2,1,0,2,0,0,1,2,8,2
GCF_011106795.1,ncbi_complete,Klebsiella,pneumoniae,1,0,0,1,0,0,0,2,0,10,0,2,0,0,1,0,0,0,0,1,0,0,0,0,7,0
GCF_001644765.1,ncbi_complete,Klebsiella,pneumoniae,4,5,0,4,0,0,2,9,0,14,0,0,0,11,6,0,2,5,0,2,0,0,0,0,13,1
GCA_905232385.2,ncbi_complete,Klebsiella,pneumoniae,9,1,0,2,0,0,0,3,0,13,0,2,0,10,12,0,0,2,0,1,0,0,1,1,9,0
GCA_905335575.2,ncbi_complete,Klebsiella,pneumoniae,6,0,1,1,0,0,1,4,1,16,0,2,1,9,8,0,0,4,0,1,0,0,0,1,7,4
GCF_022434375.1,ncbi_complete,Klebsiella,pneumoniae,6,1,1,0,0,0,1,3,0,17,0,0,0,23,8,0,0,0,0,0,0,0,0,2,9,1
SRX8801497,ncbi_nanopore,Klebsiella,pneumoniae,1,6,0,0,0,0,2,2,0,6,0,0,2,0,1,0,0,1,0,0,0,0,0,2,8,0
SRX16019429,ncbi_nanopore,Klebsiella,pneumoniae,0,0,0,0,0,0,0,3,0,22,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0
GCF_024396915.1,ncbi_complete,Klebsiella,pneumoniae,4,7,0,1,0,0,1,3,2,13,0,2,2,6,11,0,0,2,0,4,0,0,0,2,12,0
ERX5017793,ncbi_nanopore,Klebsiella,pneumoniae,10,1,0,1,0,0,0,3,0,11,0,2,0,8,12,0,0,2,0,1,0,0,1,1,8,0
GCA_905219095.2,ncbi_complete,Klebsiella,pneumoniae,6,1,1,1,0,0,0,3,0,13,0,3,0,4,11,0,0,1,0,2,0,0,0,2,8,2
GCF_025884175.1,ncbi_complete,Klebsiella,pneumoniae,10,4,1,2,0,0,1,4,1,10,0,0,1,8,16,0,3,4,0,1,0,0,1,3,7,2
ERX7573502,ncbi_nanopore,Klebsiella,pneumoniae,5,4,0,1,0,0,1,3,0,17,0,0,0,14,17,0,5,5,0,0,0,0,2,0,8,5
SRX3312017,ncbi_nanopore,Klebsiella,pneumoniae,9,9,0,8,0,0,1,3,0,24,0,1,3,8,19,0,1,2,0,2,0,0,0,2,7,2
GCF_018604385.1,ncbi_complete,Klebsiella,pneumoniae,3,5,0,1,0,0,1,2,0,16,0,0,0,13,10,0,0,5,0,0,0,0,0,1,9,4
GCF_902723705.1,ncbi_complete,Klebsiella,pneumoniae,3,4,0,1,0,0,0,4,1,21,0,0,0,4,5,0,2,2,0,0,0,0,0,0,7,0
GCF_010183685.1,ncbi_complete,Klebsiella,pneumoniae,7,4,2,2,0,0,0,3,0,19,1,1,1,32,23,0,0,0,0,2,0,0,1,0,7,2
SRX12728251,ncbi_nanopore,Klebsiella,pneumoniae,12,6,0,2,0,0,0,3,0,24,1,0,0,11,10,0,1,3,0,1,0,0,0,3,7,3
SRX15591272,ncbi_nanopore,Klebsiella,pneumoniae,3,5,1,0,0,0,0,2,1,8,0,0,0,28,7,0,0,1,0,0,0,0,0,0,7,0
ERX7850238,ncbi_nanopore,Klebsiella,pneumoniae,7,1,0,2,0,0,0,9,1,14,0,0,0,3,5,0,1,0,0,3,0,0,0,1,7,1
GCF_030847575.1,ncbi_complete,Klebsiella,pneumoniae,3,5,0,0,0,0,0,2,0,10,0,1,0,14,5,0,1,3,0,6,0,0,2,0,8,0
GCF_027558815.1,ncbi_complete,Klebsiella,pneumoniae,2,2,1,0,0,0,0,3,0,14,0,0,1,13,3,0,2,2,0,0,0,0,0,0,9,2
SRX3372591,ncbi_nanopore,Klebsiella,pneumoniae,3,2,0,0,0,0,0,2,1,18,0,0,0,8,0,0,2,2,0,0,0,0,0,0,7,0
SRX9718912,ncbi_nanopore,Klebsiella,pneumoniae,5,0,1,0,0,0,1,5,0,17,0,0,0,20,11,0,0,3,0,0,0,0,0,4,8,1
GCA_040436045.1,ncbi_complete,Klebsiella,pneumoniae,7,8,2,2,0,0,0,5,0,28,0,0,1,24,13,0,2,2,0,2,0,0,1,0,7,2
SRX20128633,ncbi_nanopore,Klebsiella,pneumoniae,5,4,0,0,0,0,0,7,0,13,0,2,0,4,4,0,0,5,0,0,0,0,0,0,10,2
GCF_022434955.1,ncbi_complete,Klebsiella,pneumoniae,5,4,1,0,0,0,1,4,0,17,0,0,0,21,7,0,0,4,0,3,0,0,0,2,9,4
GCA_905331195.2,ncbi_complete,Klebsiella,pneumoniae,4,13,1,1,0,0,5,5,1,14,0,3,1,18,3,0,5,7,0,0,0,0,0,5,11,2
GCF_021137855.1,ncbi_complete,Klebsiella,pneumoniae,6,1,0,3,0,0,0,2,1,12,0,2,0,1,12,0,1,2,0,1,0,0,0,1,8,4
GCF_000417225.2,ncbi_complete,Klebsiella,pneumoniae,3,1,1,0,0,0,1,3,0,17,0,0,0,14,6,0,0,0,0,4,0,0,0,1,8,4
GCF_024396855.1,ncbi_complete,Klebsiella,pneumoniae,5,2,2,2,0,0,0,3,0,13,0,0,1,17,17,0,0,0,0,2,0,0,0,0,7,0
GCF_040250275.1,ncbi_complete,Klebsiella,pneumoniae,3,1,0,1,0,0,0,5,1,19,0,0,0,3,3,0,0,0,0,0,0,0,1,0,9,0
GCF_013376555.1,ncbi_complete,Klebsiella,pneumoniae,5,2,0,1,0,0,0,2,0,18,0,0,0,5,4,0,1,2,0,0,0,0,0,0,6,0
ERX2806125,ncbi_nanopore,Klebsiella,pneumoniae,15,0,0,3,0,0,0,1,1,13,0,0,2,11,16,0,5,6,0,2,0,0,0,2,7,0
SRX12728035,ncbi_nanopore,Klebsiella,pneumoniae,11,1,0,1,0,0,1,3,0,18,1,0,2,8,3,0,1,2,0,0,0,0,0,1,8,0
SRX19938775,ncbi_nanopore,Klebsiella,pneumoniae,5,8,0,1,0,0,0,3,0,27,1,0,2,25,12,0,0,10,0,1,0,0,0,2,10,2
SRX12277729,ncbi_nanopore,Klebsiella,pneumoniae,4,2,1,2,0,0,0,2,1,9,0,0,2,1,15,0,0,0,0,1,0,0,0,1,8,4
SRX16019437,ncbi_nanopore,Klebsiella,pneumoniae,0,1,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0
DRX379599,ncbi_nanopore,Klebsiella,pneumoniae,13,9,0,1,0,0,0,2,1,25,0,1,0,31,4,0,2,10,0,0,0,0,0,1,10,0
GCF_030412885.1,ncbi_complete,Klebsiella,pneumoniae,6,5,0,2,0,0,0,4,2,28,0,0,0,17,16,0,0,6,0,1,0,0,0,0,9,0
GCA_905219085.2,ncbi_complete,Klebsiella,pneumoniae,8,3,1,1,0,0,0,4,0,13,0,4,0,5,13,0,0,2,0,2,0,0,0,2,9,2
ERX5141290,ncbi_nanopore,Klebsiella,pneumoniae,4,13,1,1,0,0,5,5,1,15,0,3,1,17,3,0,5,6,0,0,0,0,0,5,11,1
SRX14631647,ncbi_nanopore,Klebsiella,pneumoniae,5,4,1,0,0,0,0,7,2,16,0,0,0,26,8,0,1,0,0,0,0,0,0,1,14,0
ERX5017796,ncbi_nanopore,Klebsiella,pneumoniae,11,5,0,8,0,0,1,4,0,24,0,2,0,7,10,0,0,3,0,0,0,0,0,3,7,0
GCF_015290145.1,ncbi_complete,Klebsiella,pneumoniae,8,3,0,0,0,0,0,4,1,14,0,0,0,54,1,0,3,1,0,2,0,0,1,2,10,0
SRX14829959,ncbi_nanopore,Klebsiella,pneumoniae,6,0,2,0,0,0,1,5,1,14,0,0,3,25,9,0,0,3,0,0,0,1,0,1,9,2
GCA_009931155.1,ncbi_complete,Klebsiella,pneumoniae,7,5,2,3,0,0,0,4,0,21,0,1,1,23,20,0,0,1,0,2,0,0,1,0,8,0
GCF_025920785.1,ncbi_complete,Klebsiella,pneumoniae,14,3,0,1,0,0,1,3,0,12,0,0,0,5,5,0,0,1,0,1,0,0,0,1,9,0
ERX7850221,ncbi_nanopore,Klebsiella,pneumoniae,3,5,0,2,0,0,3,4,2,8,0,1,0,14,10,0,3,4,0,6,0,0,0,0,8,6
GCF_029541805.1,ncbi_complete,Klebsiella,pneumoniae,5,4,0,1,0,0,0,4,1,14,0,0,0,15,6,0,0,3,0,0,0,0,1,1,7,1
DRX450733,ncbi_nanopore,Klebsiella,pneumoniae,16,1,0,1,0,0,0,4,1,18,0,0,0,12,3,0,0,1,0,0,0,0,1,1,8,1
GCA_022559105.1,ncbi_complete,Klebsiella,pneumoniae,4,3,2,2,0,0,0,4,0,14,0,0,1,24,13,0,0,0,0,2,0,0,0,0,7,0
ERX5542901,ncbi_nanopore,Klebsiella,pneumoniae,5,3,1,5,0,0,0,1,1,12,0,1,0,2,10,0,1,1,0,1,0,0,0,0,7,3
GCF_030845915.1,ncbi_complete,Klebsiella,pneumoniae,5,4,0,1,0,0,2,2,0,4,0,35,0,30,9,0,2,0,0,1,0,0,0,0,10,1
GCF_030503755.1,ncbi_complete,Klebsiella,pneumoniae,4,3,2,2,0,0,0,4,1,15,0,0,1,4,6,0,2,3,0,1,0,0,2,0,8,4
GCF_019703085.1,ncbi_complete,Klebsiella,pneumoniae,4,1,1,0,0,0,0,3,1,17,0,0,0,22,5,0,0,1,0,0,0,0,0,0,7,0
GCF_022438925.1,ncbi_complete,Klebsiella,pneumoniae,7,4,1,5,0,0,1,4,0,18,0,1,0,10,16,0,0,1,0,1,0,0,0,1,8,2
GCF_022434475.1,ncbi_complete,Klebsiella,pneumoniae,2,3,1,0,0,0,0,5,1,9,0,0,0,12,4,0,0,3,0,0,0,0,0,2,9,0
GCF_024397075.1,ncbi_complete,Klebsiella,pneumoniae,2,2,2,2,0,0,0,3,0,13,0,0,1,17,14,0,0,0,0,2,0,0,0,0,7,0
ERX3988934,ncbi_nanopore,Klebsiella,pneumoniae,6,8,0,1,0,0,0,5,0,14,0,0,0,25,11,0,0,13,0,1,0,0,0,0,10,4
GCF_017161505.1,ncbi_complete,Klebsiella,pneumoniae,7,3,0,1,0,0,1,2,0,11,1,1,0,2,9,0,1,1,0,0,0,0,1,0,10,4
GCF_030845895.1,ncbi_complete,Klebsiella,pneumoniae,11,8,0,2,0,0,4,5,0,6,0,3,0,7,14,0,2,3,0,3,0,0,0,0,8,2
GCF_023703915.1,ncbi_complete,Klebsiella,pneumoniae,3,2,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0
GCF_021729925.1,ncbi_complete,Klebsiella,pneumoniae,5,1,0,1,0,0,0,2,1,11,0,0,0,1,15,0,1,1,0,1,0,0,0,0,9,9
GCF_034259265.1,ncbi_complete,Klebsiella,pneumoniae,5,2,0,0,0,0,1,3,0,11,0,2,0,4,8,0,0,2,0,4,0,0,1,2,10,0
GCF_023612395.1,ncbi_complete,Klebsiella,pneumoniae,7,0,0,0,0,0,1,2,0,12,0,2,1,13,9,0,0,1,0,1,0,0,0,1,9,0
ERX4996631,ncbi_nanopore,Klebsiella,pneumoniae,8,3,0,2,0,0,0,4,0,8,0,3,0,2,11,0,0,4,0,1,0,0,0,0,12,3
GCF_030061665.1,ncbi_complete,Klebsiella,pneumoniae,8,2,1,1,0,0,1,2,0,28,0,0,0,17,12,0,2,3,0,1,0,0,0,1,7,0
GCF_021137835.1,ncbi_complete,Klebsiella,pneumoniae,6,2,0,0,0,0,1,4,0,4,0,0,0,7,2,0,0,6,0,1,0,0,0,3,12,2
GCF_030644585.1,ncbi_complete,Klebsiella,pneumoniae,12,7,0,0,0,0,0,5,0,18,0,1,0,13,11,0,6,3,0,0,0,0,0,1,13,3
SRX9718873,ncbi_nanopore,Klebsiella,pneumoniae,6,0,1,0,0,0,1,5,0,18,0,0,0,21,12,0,0,3,0,0,0,1,0,2,8,1
GCF_904866315.1,ncbi_complete,Klebsiella,pneumoniae,1,0,0,1,0,0,0,3,0,10,0,0,0,5,1,0,0,0,0,0,0,0,0,0,7,3
DRX208049,ncbi_nanopore,Klebsiella,pneumoniae,2,2,0,0,0,0,0,3,1,23,0,0,0,7,0,0,2,2,0,0,0,0,0,0,7,0
GCF_021432005.1,ncbi_complete,Klebsiella,pneumoniae,12,0,0,0,0,0,0,3,1,6,0,0,0,3,0,0,4,2,0,0,0,0,0,1,6,0
SRX13434101,ncbi_nanopore,Klebsiella,pneumoniae,7,1,0,1,0,0,1,3,0,6,0,2,0,7,8,0,0,2,0,0,0,0,0,1,12,2
ERX5017809,ncbi_nanopore,Klebsiella,pneumoniae,10,10,0,2,0,0,5,3,0,14,0,4,2,14,11,0,1,5,0,1,0,0,1,2,12,0
GCF_036967225.1,ncbi_complete,Klebsiella,pneumoniae,7,4,2,2,0,0,2,5,1,14,0,0,1,24,18,0,0,0,0,2,0,0,2,0,7,0
ERX5085162,ncbi_nanopore,Klebsiella,pneumoniae,11,5,0,5,0,0,1,4,0,21,0,2,0,8,7,0,0,3,0,1,0,0,0,2,7,1
SRX5824472,ncbi_nanopore,Klebsiella,pneumoniae,7,5,0,2,0,0,2,4,0,15,0,0,0,3,27,0,0,2,0,7,0,0,0,1,10,4
SRX5532409,ncbi_nanopore,Klebsiella,pneumoniae,3,3,1,0,0,0,0,3,0,12,0,0,1,12,1,0,0,1,0,4,0,0,0,0,7,0
SRX12728210,ncbi_nanopore,Klebsiella,pneumoniae,5,3,1,1,0,0,0,2,0,10,0,1,0,1,14,0,1,4,0,2,0,0,0,0,9,4
GCA_026253445.1,ncbi_complete,Klebsiella,pneumoniae,4,3,0,0,0,0,0,2,1,23,0,0,1,17,0,0,1,3,0,0,0,0,0,0,9,0
SRX19233353,ncbi_nanopore,Klebsiella,pneumoniae,6,2,0,4,0,0,1,3,0,20,0,0,0,1,17,0,0,8,0,2,0,0,0,1,9,0
GCF_029541865.1,ncbi_complete,Klebsiella,pneumoniae,1,5,0,0,0,0,4,5,0,10,0,0,0,6,0,0,0,1,0,0,0,0,0,0,6,0
GCF_030061865.1,ncbi_complete,Klebsiella,pneumoniae,28,0,0,1,0,0,0,3,1,16,1,0,0,8,18,0,1,0,0,3,0,0,0,2,7,5
GCF_033563215.1,ncbi_complete,Klebsiella,pneumoniae,0,4,0,3,0,0,3,3,3,10,0,2,1,6,15,0,0,2,0,2,0,0,1,0,13,1
GCF_026000885.1,ncbi_complete,Klebsiella,pneumoniae,0,3,0,0,0,0,0,2,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0
GCF_020526005.1,ncbi_complete,Klebsiella,pneumoniae,7,0,0,0,0,0,0,4,1,10,0,0,0,8,7,0,0,0,0,0,0,0,0,1,8,0
GCF_017086485.1,ncbi_complete,Klebsiella,pneumoniae,2,1,1,7,0,0,0,2,0,13,0,0,0,10,5,0,0,1,0,1,0,0,0,1,6,0
GCF_035620075.1,ncbi_complete,Klebsiella,pneumoniae,4,6,0,1,0,0,0,4,0,21,1,0,0,15,15,0,0,3,0,4,0,0,1,0,13,0
SRX19938309,ncbi_nanopore,Klebsiella,pneumoniae,5,8,0,1,0,0,0,4,0,15,0,0,0,25,11,0,0,17,0,1,0,0,0,0,10,4
GCF_004120115.1,ncbi_complete,Klebsiella,pneumoniae,3,0,1,1,0,0,1,2,0,23,0,1,0,7,18,0,2,2,0,1,0,0,0,2,8,1
SRX15717085,ncbi_nanopore,Klebsiella,pneumoniae,1,5,0,0,0,0,2,2,1,17,0,0,2,1,7,0,0,1,0,1,0,0,2,3,8,2
ERX5141234,ncbi_nanopore,Klebsiella,pneumoniae,6,10,0,5,0,0,0,3,0,23,1,1,1,3,4,0,0,5,0,0,0,0,0,0,6,1
ERX5085143,ncbi_nanopore,Klebsiella,pneumoniae,7,0,0,0,0,0,0,3,1,21,0,2,0,18,0,0,2,1,0,1,0,0,0,0,7,0
GCA_030387915.1,ncbi_complete,Klebsiella,pneumoniae,7,8,0,0,0,0,1,4,1,13,0,0,0,27,4,0,0,4,0,0,0,0,0,1,15,0
GCF_027595665.1,ncbi_complete,Klebsiella,pneumoniae,0,2,1,0,0,0,0,3,0,13,0,0,0,14,1,0,0,0,0,2,0,0,0,0,10,2
SRX14782115,ncbi_nanopore,Klebsiella,pneumoniae,8,8,2,2,0,0,0,5,0,26,1,0,4,27,22,0,2,2,0,2,0,0,2,0,7,1
SRX17476567,ncbi_nanopore,Klebsiella,pneumoniae,4,7,0,1,0,0,0,3,1,15,0,1,0,1,4,0,0,1,0,2,0,0,1,0,6,3
ERX5141175,ncbi_nanopore,Klebsiella,pneumoniae,17,5,0,0,0,0,0,3,1,21,0,3,0,10,0,0,0,1,0,1,0,0,0,3,10,0
SRX23626119,ncbi_nanopore,Klebsiella,pneumoniae,4,4,0,2,0,0,5,5,0,9,0,3,0,2,7,0,0,5,0,2,0,0,0,0,11,2
SRX14646468,ncbi_nanopore,Klebsiella,pneumoniae,4,2,0,4,0,0,0,8,1,11,0,2,0,4,8,0,1,2,0,4,0,0,1,1,7,2
SRX9776331,ncbi_nanopore,Klebsiella,pneumoniae,13,11,0,0,0,0,0,2,0,22,0,2,0,12,6,0,2,5,0,0,0,0,0,0,11,1
GCF_030061775.1,ncbi_complete,Klebsiella,pneumoniae,23,1,1,0,0,0,0,3,0,10,0,0,0,1,8,0,0,0,0,2,0,0,0,0,6,2
DRX244296,ncbi_nanopore,Klebsiella,pneumoniae,2,10,0,0,0,0,0,6,0,22,0,0,1,20,1,0,0,1,0,0,0,0,0,3,9,0
SRX13337421,ncbi_nanopore,Klebsiella,pneumoniae,6,6,0,0,0,0,0,3,1,7,0,0,0,3,4,0,1,1,0,1,0,0,0,1,8,0
GCF_030490025.1,ncbi_complete,Klebsiella,pneumoniae,6,1,1,5,0,0,1,3,0,12,0,1,0,5,5,0,0,0,0,1,0,0,0,1,8,0
